index,text,raining,raining_station,relevance_hand
687,@talkSPORT @StanCollymore All i want to do is watch the the footy highlights on a sun morn! Too much to ask if you are a @talktalk customer! https://t.co/p0m8GK15V7,0.0,0.0,1
688,"All in our dry bags after a fun walk in the rain. Actually scratch that, it was a mud bath and I… https://t.co/2NbdlzQa9k",1.0,1.0,1
689,@fhmiyunus All is good. Apparently is going to snow tonight or tomorrow morning katanya.,1.0,1.0,1
690,"@whitesnake2014 
All is well here Allan, well, apart from the pissing down rain &amp; wind!!! 😕🌧🌬☔xx",1.0,0.0,1
691,All its doing is raining here in Canterbury but apparently an inch of snow in Maidstone area.Hope I can make it back whilst its still there!,1.0,1.0,1
692,@Cable_Street @HistoryTime_ 😄All look the same under mountains of snow!!😄,0.0,0.0,1
693,All looks sunny! #brexit https://t.co/FllMWzJxzd,0.0,0.0,1
694,All max wants to do is play in the snow with me but a have to go to school😭,1.0,0.0,1
695,All my weather apps tell me it's bright sunshine. My wet clothes beg to differ 🌧 https://t.co/WkFHB3rjdj,0.0,1.0,1
696,"All not lost when there is this cloudy weather compared to a sunny day worth of time, another useful time nether the less to see things also",0.0,0.0,1
697,"All of RFL have battled the snow and are now in the office, lattes at the ready!! 🌨❄️☃️ https://t.co/PhyxCyG2hn",1.0,1.0,1
698,All of the #Broadway games are off this morning. The ground is frozen solid and no sun to warm things. #broadway @AEFL1,0.0,0.0,1
699,All of this rain in Austin lately has me missing those foggy &amp; rainy days strolling the streets… https://t.co/gFdaCuMsaV,0.0,0.0,1
700,All over that winter sun ❄️☀️ from our roof top. #cloudporn #vibes #photooftheday #sillouette @… https://t.co/GVLQAWOc4R,0.0,0.0,1
701,"All paid off, flights booked! Get me in that sunshine 🌞✈️",0.0,0.0,1
702,"All ready and set up for Finland!!! Can't wait 9days of ski, snow, fun AND Northern lights ❄❄🌨",0.0,0.0,1
703,All ready for the snow - bring it on! https://t.co/AdIdDuxeru,1.0,1.0,1
704,All roads open around our Dealerships - the snow not effecting our business this morning https://t.co/4XHWh3AHEy,1.0,0.0,1
705,All set to talk @PHTRADE1 destinations @AlresfordTravel show today in sunny Alresford 😎✈️🌏☀️ https://t.co/8hbMERKmfA,0.0,0.0,1
706,All set up and ready to go on this lovely sunny day!!! ☀️☀️☀️#broadwaymarket #saltbeef #halloumi #chickenschnitzel,0.0,0.0,1
707,All setup and ready for a sunny day down at Portobello road.  rbkcmarkets #brocant #london… https://t.co/D83zUN1Vsu,0.0,0.0,1
708,All signs of a severe spell have disappeared this week. Instead it will be dry as HP settles over us giving dry but cool conditions no snow!,0.0,0.0,1
709,@DaImpaler @now50something All snow predictions have gone from Caerphilly :-( In Oxford at the moment anyhoo.,0.0,0.0,1
710,All taken on New Year's Day just outside the hotel.  Different times with the sun rising.… https://t.co/kMssDACqSJ,0.0,0.0,1
711,All that sun and sand from Australia. No envy swimming in Scotland in January with ice in the carpark and snow on hills #lochlomond. https://t.co/VtBdaFeo3s,0.0,0.0,1
712,All the big bros do snow,0.0,0.0,1
713,"https://t.co/8FmttUonEK
All the memories came flooding back and had me in flood of tears @GraysonDolan @EthanDolan Video is everything ❤❤😭😭x",1.0,1.0,1
714,All the snow and rain last night make you realise HOW tough it is being homeless in Oxford. Join our group to help! https://t.co/hChQPNBhwY,0.0,0.0,1
715,All the snow has gone 😢,1.0,0.0,1
716,"All these games getting called off at 10.30am when the sun is out and kick off isn't til 3pm. For away travel I get it, but 10.30am??",0.0,0.0,1
717,All these images of roads with a castor sugar sprinkling of snow. Shocking. Take care folks. #bbcbollocks,0.0,0.0,1
718,All these snow Statues/Tweets are so over hyped! #MindOverMatter,0.0,0.0,1
719,"All this Snow has me curled up in bed in a hoodie, a dressing gown and a hotwater bottle.❄️❄️❄️❄️",0.0,0.0,1
720,@SamRussellComic All this fitness regime i blame you lol but my half said if i jog in the snow she'll donate 50 quid👍🏻#crisis https://t.co/xlfEd6zIvB,1.0,1.0,1
721,All this good snow wasted kmt,1.0,1.0,1
722,All this hype about a little bit of snow it's FUCKING WINTER FOR FUCK SAKE....,0.0,0.0,1
723,"All this hype about snow and all we had is rain/sleet. If it doesn't snow soon, the met office app is about as useful as a choc teapot!",1.0,1.0,1
724,All this rain is great for the frogs in our garden! 🐸 ☔️ #frog #rain #greatweatherforfrogs… https://t.co/9aHZvEKcYe,1.0,1.0,1
725,All this snow better be gone when I wake up. Snow is the shittest weather there is and stops the country dead. 100% cba dealing with it.,0.0,1.0,1
726,"All this snow in America and here in Scotland, we ain't got shit, we have to be  one of the dampest and coldest countries in the world! 😂",0.0,0.0,1
727,All this snow is proving havoc at work 🙄,1.0,1.0,1
728,All this snow makes me want to get back into skiing 🎿,1.0,1.0,1
729,All this talk about snow ❄️I need to get to Bristol tomorrow 🤔 @CardiffCityFC,0.0,0.0,1
730,All this talk about snow. What's the betting we don't see one single flake. ❄️#uksnow.,0.0,0.0,1
731,All this talk about snow hitting Northern England. I have not seen a flake since I woke up at around 8 this morning,0.0,0.0,1
732,All this talk about #snow reminds us of a time when our venues were adorned with beautiful snowflakes #ThursdayThought https://t.co/XiIXnNs7al,1.0,1.0,1
733,All this talk of snow and ice is making us cold....so https://t.co/ZfcWqr1OFq,0.0,0.0,1
734,All this talk of 'thunder snow' is making me really excited for work 🙃,0.0,0.0,1
735,All those clickbait articles fully worth it. My road covered in what must be 2mm of snow. Should be able to make it to work... ❄️❄️ Jheez!,0.0,0.0,1
736,All training cancelled this Saturday. #snow,0.0,0.0,1
737,"All up and running at @thebellinnbath.  Open until late tonight.  Weather forecast is cloudy with a chance of beer,  DJs and pizza.",0.0,0.0,1
738,@noseybesom  All very well but did she explain the offside rule when it's pelting with snow and the linesman is a complete diddy and dodgy!,0.0,0.0,1
739,All was well; climbed #Otley hill + then came the puncture! Changing tubes in the rain + the wind is a 'Toughie' :) #JoysofCycling #JobDone https://t.co/eHU2j0RRyq,0.0,0.0,1
740,All we need now is some #snow #miniboden #wellies #seagulls #winter ❄️🐦 @ Harrow on the Hill https://t.co/5Jp3t68yBX,0.0,0.0,1
741,"All white &amp; sunny for a wedding in Yorkshire #sally&amp;adrien #england #wedding @ The Red Lion, By… https://t.co/JZg8PVVO2s",0.0,0.0,1
742,"All you guys have lost your inner child, I see snow and I'm running out there and making a fuckin snow angel idgaf",1.0,1.0,1
743,Allow the fucking snow it's January not December 😩,1.0,1.0,1
744,Ally Pally sunsets 🌞 @ Alexandra Palace https://t.co/g9ceqHZ7Bm,0.0,0.0,1
745,Almost UFO like rays of sun bursting through the cloud #cambridge #love #nature #nofilterneeded… https://t.co/UxpKmKvn6x,0.0,0.0,1
746,Almost high tide on Newcastle Quayside. Will the new flood defences get tested? https://t.co/EHhU6Az1ij,0.0,0.0,1
747,"Almost there, basking in the sun after 12 months the @SundEmpire almost visible in all its glory! @SunderlandEcho all yours from Friday! https://t.co/cq5yvt1w2D",0.0,0.0,1
748,"Alnwick's dusting of snow yesterday morning! Far from the ""thundersnow"" that was forecast… https://t.co/LemaPiiLzy",1.0,0.0,1
749,Already bought as up from Sunny Devon to see our favourite team 👍🏻 👏🏻 🎉 🏒 @jmcould Bring on the W @JordanPietrus &amp; Team #bleedblue #💙💦 https://t.co/awmW3QX9zl,1.0,1.0,1
750,Already done a 1/10 of my steps today and the sun hasn't even risen 💪🏻 https://t.co/pcYC2VeFr9,0.0,0.0,1
751,"Already great to catch up with @amywok1 and @GLEEPwCUK, and can't see any snow in London! https://t.co/lYTboKbFpo",1.0,0.0,1
752,Already looking at bikinis and I don't go away for another five months 😫 I need sun,0.0,0.0,1
753,Already planning your day off tomorrow when the slightest bit of snow starts to fall 😬,1.0,0.0,1
754,@Revetment @PangValleyFlood Already raised it John &amp; poor response. We're encourage residents to use better products- hence our Flood Fair!,0.0,0.0,1
755,Already started planning holiday outfits and My mom hasn't even booked a holiday lol😭im desperate for a bit of sun and warmth,0.0,0.0,1
756,Already starting to get my bag ready for Progress tomorrow. Because it looks like it's gonna rain in London :( Spare trousers &amp; brolly then?,0.0,0.0,1
757,Already want to start planning my summer I need sun desperately☀️,0.0,0.0,1
758,"@mrbrownsays Also go outside between each class if poss and at breaks. Even weak winter sun combats SAD, if you expose yourself to it.",1.0,1.0,1
759,Also great to see @JohnnyThomson2 in action - last time I saw him @PalaceAndOpera was in interval ice cream queue at Snow White 2 years ago.,0.0,0.0,1
760,"Also in Somerset. We should really get used to snow hitting uk, to mean, snow will hit London. But you all live in London, right?? 😡 https://t.co/zcB7FvrBTK",0.0,0.0,1
761,"Also, it's just quite charmingly sunny today, isn't it? No need to pop underground, up here will do me just fine.",0.0,0.0,1
762,"Also, just finished @sennydreadful 's The Ninth Rain. Lots of great work sparkling through on this one. May start it again now.",0.0,0.0,1
763,"Also liking this cold weather as always making a sunny day out and around this week, though could do with colder seasonal stuff coming later",0.0,0.0,1
764,Also managed to sneak in a visit to beautiful @no1cathedral at lunchtime - it was looking stunning in the winter sun. https://t.co/Mdxsh8Fp2b,0.0,0.0,1
765,Also need to drive in that fresh snow v. Risky,1.0,0.0,1
766,"Also, rain? in LA? Does that happen?",0.0,0.0,1
767,Also that we see stars as a wee light but is actually a sun that blew up millions of light years ago,1.0,1.0,1
768,"Although, I did nearly stack it, automatically yelled ""FUUUUUUUCCCKKKK"" and then looked up to see a small child playing in the snow 😕",1.0,0.0,1
769,Although I nearly fell on my butt getting out my car in Newmachar. Small sprinkling of snow+ high heeled boots=danger,0.0,0.0,1
770,Although at least the sun is no longer blinding me through the window,1.0,0.0,1
771,"Although it may rain 6 out of 7 days here in England, I'm very… https://t.co/LMb5AFCfri",0.0,0.0,1
772,@tsiolkovsky @susancoxj Although the actual forecast just shows a bit of sleet,0.0,0.0,1
773,"Although the drive was a bit scary, was almost blizzard like with the snow! And the roads were slippery because it!",1.0,0.0,1
774,"Although the snow is melting now, I'm very glad to be WFH today. I have control of the coffee, the heating and the music #winning",1.0,0.0,1
775,"Always Sunny, Archer, Better Call Saul, Sense8, Bojack... Some good TV coming in the next few months",0.0,0.0,1
776,Always Sunny is a really bad TV show. Goodnight.,0.0,0.0,1
777,@newxscream Always Sunny is better,0.0,0.0,1
778,Always carry an umbrella; but don't buy a house on a flood plain. New blog on Brexit and economic forecasts: https://t.co/H5BPzQRAv6,0.0,0.0,1
779,Always get a good weather forecast and be aware of the conditions @windytvcom #icing experienced this week #uav #drone #weather @metoffice https://t.co/6O5HpoeblP,0.0,0.0,1
780,"Always good to remind yourself of a great lunch in the sun when it's this cold!
Love Old Malaga https://t.co/w6oBBjLZDQ",1.0,1.0,1
781,Always looks so nice ❄❄❄ #snow #winter @ East Ayrshire https://t.co/HY8wlkgHJv,0.0,0.0,1
782,Always nice to film in the rain 🎥 #stockportcounty @StockportCounty https://t.co/qqB5c6TBNB,1.0,0.0,1
783,@sallybeelicious Always nice to see a reminder of sunny and healthier times ahead. 🌞🌈,0.0,0.0,1
784,Always ready for any weather with my handy dandy rain bonnet... https://t.co/yAAqLCRuai,1.0,1.0,1
785,Always snows for my birthday ☃🌨❄️😊 https://t.co/1OnCXyoJW1,0.0,1.0,1
786,"Always snows on my birthday every year, only day forecast snow this week is my birthday😂😄",0.0,0.0,1
787,@GCIIMessi Always sunny,0.0,0.0,1
788,"Always the sweet little clown, Oscar bounces about while everyone else eats snow #oscar #beagle… https://t.co/lXeDNTeqOa",0.0,0.0,1
789,"Always towards the sun 🛩 @ London, United Kingdom https://t.co/5eaHjqId4w",0.0,0.0,1
790,"Always wanted to be tall... In the winter sun I am. 

#tall #shadow #sun #winter #instagood… https://t.co/CWdwOxCFcy",0.0,0.0,1
791,"Always wonderful to arrive in our Capital on sunny day. Vibrant scenes, busy lives, expanding businesses. The UK has real #brexit potential",0.0,0.0,1
792,Am I seeing snow,0.0,0.0,1
793,Am I the only one not wanting it to snow? ❄️ ❌❗️#SnowWatch #needtorun #wanttorun #ukrunchat,1.0,1.0,1
794,Am I the only one that fuckin hates snow,0.0,0.0,1
795,Am I the only one that keeps looking out the window hoping to see the magic that is snow falling?! #AussieintheUK #London,1.0,1.0,1
796,"Am I the only one who literally looks out the window every 2 seconds to check snow, slightest drop of the stuff and I'm 4 years old again",0.0,0.0,1
797,Am I the only one who thinks this heavy rain isn't going to turn into snow? ☔️❄️,1.0,1.0,1
798,Am I the only one who wants a show based on the graphic novel Fables where David Harbour and Winona Ryder play Bigby and Snow? Anyone???,0.0,0.0,1
799,Am I the only one with a 3 year old doing snow checks every couple of minutes with wellies hat and coat at the ready ⛄️#bringonthesnow,1.0,1.0,1
800,Am I the only person in #ireland who is praying for #snow like this? https://t.co/ZhaEE2HgWk,0.0,0.0,1
801,"@rickygervais Am I the only person to shed a tear as the snow falls? Can't be. (I'm a grown man, ffs) #LifeOnTheRoad #emotional #loveit",0.0,0.0,1
802,Am I the only person who hasn't seen any snow? 🌨,1.0,1.0,1
803,Am I the only person who hates the snow?,1.0,1.0,1
804,"Am SOO glad the snow didn't lay, cannot walk in the snow let alone drive in it ffs",0.0,0.0,1
805,Am afraid there is no snow @PPJWolfs #disappointing I know - look forward to seeing a fellow #professional #hotelier later on @themeldrum,0.0,0.0,1
806,Am glad you arrived safely. Snow on the way later this week. 😫 https://t.co/LJ1GHSrlWB,1.0,1.0,1
807,Am no physical ready for that snow,1.0,1.0,1
808,Am not looking forward to the #forecast of #snow #hatebeingcold #weather #metoffice #ugh @WeatherAlex say it ain't so!! https://t.co/JvUAM7EifL,1.0,0.0,1
809,"Am nut a polar bear, am no impressed wae the snow",0.0,0.0,1
810,Am on #snow watch peeps! #Lovethestuff https://t.co/8HMexwtUSJ,0.0,0.0,1
811,Am quite excited at the prospect of #ice &amp; maybe some #snow this week! https://t.co/V737uUyKbM,0.0,0.0,1
812,@stan_sdcollins Am so glad that your pics mean can enjoy snow without the inconvenience &amp; discomfort! Snow here = chaos!,0.0,1.0,1
813,Am soooo looking forward to the mad MSM reporting total chaos because of some #snow doon sooth in the next day or so.,0.0,0.0,1
814,Amazing Banoffee waffle with vanilla ice cream and a drizzle of maple syrup on top… https://t.co/MvriCHSMyZ,0.0,0.0,1
815,Amazing amount of light last night post gig  in the snow. #aharddaysnight #snow @ Drakies https://t.co/SaDPgTZNuE,0.0,0.0,1
816,"Amazing cold, sunny, solo ride around around Kent lanes. 
Home, warm, eat everything in sight and wash down with pint of milk. YES. ❤🚴🏽🌞🍩🥛❤",0.0,0.0,1
817,Amazing colours as the sun sets in the woods above #Frodsham #Cheshire https://t.co/5BzUk5f69O,0.0,0.0,1
818,Amazing day!!!! Photo shoot in the snow for Bella then I find out my favourite image of Isabelle… https://t.co/88xyF3NzAM,0.0,0.0,1
819,Amazing difference on my #street with the sun ☀️ trying to peak out its offbeat day but thanks… https://t.co/GDr89Iv2uD,0.0,0.0,1
820,Amazing first drive from Birmingham to London... beating rain and fog. #greatexperience,0.0,0.0,1
821,Amazing fun in the rain and I made the pics 😂 https://t.co/nCVoL2BEuA,1.0,1.0,1
822,"Amazing how abit of snow can set so many people off .. all over the news , I can still see the ground 🙈",1.0,1.0,1
823,Amazing how good you feel after only a couple of sunbeds! ☀️,0.0,0.0,1
824,Amazing how quickly the kids get up and ready for school so they can play in a just a dusting of snow.,0.0,0.0,1
825,@AntHarris89  Amazing looks like you won't be needing the snow chains! 💪🚴,0.0,0.0,1
826,Amazing marrakech  great  winter  sun x https://t.co/OWQQkOdQCW,1.0,1.0,1
827,@DEJPett Amazing photo! Your daughter in red is is perfect. I hope they are enjoying the snow! Good luck getting to work🐰,0.0,0.0,1
828,"Amazing seeing @mrduncanjames last night in panto in snow white Plymouth , so many laughs… https://t.co/tmv9EgGfoQ",0.0,0.0,1
829,"Amazing sky following a wee downpour of hail.

#amazingsky #beautifulclouds #beautifulday… https://t.co/IdpNH1TJMQ",0.0,0.0,1
830,Amazing sky this morning but it looks like its about to change  #snow @metofficeuk has issued a weather warning  https://t.co/Vl45ErDmuG https://t.co/GpeAzbXi0G,0.0,0.0,1
831,Amazing snow in #Sevenoaks #snow https://t.co/F8fxhaprVf,1.0,0.0,1
832,"Amazing #snowy scenes here in Cambridge 🙄
#Snow #Snowman #WinterWonderland #BlizzardConditions https://t.co/MuV7e2ienS",0.0,0.0,1
833,Amazing sun through the mist over #rogerstone this morning https://t.co/O7nJsyngL5,0.0,0.0,1
834,Amazing sunny hot morning in Liverpool. #alternativefacts,0.0,0.0,1
835,Amazing #sunset last night. Nothing like watching the sun set over #Wales with my boy. Even if it was #freezing https://t.co/eyx8LOWTSS,0.0,0.0,1
836,"Amazing sunset over Norwich just now from Mousehold Heath 👌

#Sunset #Balloffire #Sun #sky… https://t.co/SnoiIuwvf4",0.0,0.0,1
837,"Amazing swim in the snow  @charltonlido with @iPetulant . Snow not pictured, although Shit hat is. https://t.co/YopSBYZr0O",0.0,0.0,1
838,"Amazing team effort from @StHelensStrider today at Runcorn xc-a ski slope, thick mud &amp; ice bath start #fun  #stridereffect #snow",0.0,0.0,1
839,Amazing to watch the mist lift as the sun broke through the clouds on my walk down the #Mersey today #Otterspool #Liverpool #bb https://t.co/SUvgD7qyML,0.0,0.0,1
840,"https://t.co/TP7DANN6Bh - Amazing video showing the last eruption of Mt #Etna, in #Sicily, all covered by snow.",0.0,0.0,1
841,"Amazing view from Symonds Yat Rock, even with the rain and mist! https://t.co/epEjOcWfxI",0.0,0.0,1
842,Amazing we have 3hrs of snow and my flight is cancelled!!! Get a grip UK!!,0.0,0.0,1
843,Amazing weather in london today as we set out for meetings. #event #eventplanner #bright #sunny… https://t.co/kLksc1zplX,0.0,0.0,1
844,Amazing what a few hours of sun can do. https://t.co/4gEwghO5hY,0.0,0.0,1
845,❄ ⚠ Amber weather warning tonight for #Surrey. Possibility of #ice (and maybe even a #snow flurry) so take care when driving! 🚗,0.0,0.0,1
846,Ambition for 2017 spend a day in @TOMFORD making it rain 🙏😩,0.0,0.0,1
847,"@SmudgeThomas @LynnNewsCitizen - ""Amen """" to No Snow , as things to do and places to go.",1.0,0.0,1
848,@emshelx American terms seem to be literal so I'd say rain boots is American. Plus I would never call them that. They're wellies. Lol,0.0,0.0,1
849,"Amongst much more serious impacts of #climatechange, it'd be tragic to lose the simple joy of #snow. @ProtectWinters #keepparis https://t.co/MMGDsyylFD",1.0,0.0,1
850,Amy Dyls said tough session in the snow but felt the benefits! https://t.co/mDvarNGF23,0.0,0.0,1
851,"Amy loves the #snow
#snowday #germanshephersofinstagram #WhaleyBridge #dogsofinstagram… https://t.co/TE8SDcwWl7",0.0,0.0,1
852,"An Icy start, sunny with highs to 5C but feeling colder in a fresh to strong NW'ly. Frosty o/night, wintery shwrs turning to rain Sunday, 7C",0.0,0.0,1
853,"An amazing night with an equally amazing backdrop ☀️

Now to kick this hangover with a blast before sundown 💪🏻

#Happy2017 🎉 https://t.co/QtNYfQAT7V",0.0,0.0,1
854,An amazing stay @Gleneagleshotel #scotland #winterwonderland #snow https://t.co/G1wzjTGRcx,1.0,0.0,1
855,An amazing sun rise this morning over the Olympic Park in London #NoFilter https://t.co/oQmvVb4WrD,0.0,0.0,1
856,An area of rain sleet and snow moving south eastwards currently towards the SE. A dusting of snow it possible on higher ground. #uksnow https://t.co/whP9V3zb3z,0.0,0.0,1
857,"An early frost this evening followed by sleet and flurries of snow in the early hours of Friday. RSTs likely to fall below -2c.
1/2",0.0,0.0,1
858,An early morning ride with low sun. I should get up early more often. Check out the video. https://t.co/XIrDliSfKW #GH5 #Lumix #horses https://t.co/eyRbYpi7Lm,0.0,0.0,1
859,An early snow covered start for one of our Oxfordshire based clients https://t.co/rLBqCAfR48,0.0,0.0,1
860,"An exceptionally pretty morning in London. Blue skies, sunny and crisp. Like the world is sneaking in some beauty before Trump wakes up.",0.0,0.0,1
861,An excited cat 🐱 investigating the snow ☃️😊❄️🌨#catsofinstagram #catstagram #snow #stroud… https://t.co/cr9rrimbls,1.0,0.0,1
862,An extremely heavy snow storm is predicted for New Milton that will last for 57 days non stop,0.0,0.0,1
863,An icy cold #Monmouth sports-ground starting to thaw under the breaking dawn sun this morning #Wales #Cymru https://t.co/XLHhggs1je,0.0,0.0,1
864,An icy sunny and beautiful day for a bike ride https://t.co/iiU68KYA71,0.0,0.0,1
865,An inch or two of #snow does make #Newcastle look pretty... sadly everyone drives 5mph on clear roads still. Enjoy the white stuff ☺ https://t.co/fTg50O42aX,1.0,0.0,1
866,An interesting feature for tomorrow that could bring a spell of #snow to #EastAnglia &amp; the #SouthEast in the afternoon! 30/30 #eustorm #ice https://t.co/G4vLc6ci7i,0.0,0.0,1
867,"An 8 mile run in the rain,believe it or not it was the perfect end to a running weekend.@SeriouslyMadRun @DeniseDenise40 @aljoe https://t.co/bCsgSHXhTv",0.0,0.0,1
868,"An 8mile run on the canal &amp; cycle path,what a sunny afternoon here in Huddersfield,a pleasure to be outside",0.0,0.0,1
869,An old tree enjoying the warmth of the sun on its bark in its twilight years #oilpainting… https://t.co/iJbDNKh17k,0.0,0.0,1
870,An unrecognizable #piccadillycircus without the flashy neons. Rain… https://t.co/aRFyLJ6NMW,0.0,0.0,1
871,Anais is all cosy in my car whilst I'm ploughing through like I've never seen snow before,1.0,1.0,1
872,"Ancient Acropolis: following a rare snowfall in Athens, Greece https://t.co/URLLrTfFXc via @Telegraph #photography #snow https://t.co/31NtwZeTcm",0.0,0.0,1
873,"Ancient Scottish lyric

Aye, I love my Scotland
When the snow is up yer butt
Ye take a breath o'winter air
And yer nostrils just freeze shut",1.0,1.0,1
874,And Eye 👁 Shall Be Whiter Than Snow! @ Broadwater Farm https://t.co/GkuscPX8qT,0.0,0.0,1
875,@HarveysHQ #SofaSoGood And I am feeling good! Because I'm not afraid of rain! Reaching goals and feeling positive! https://t.co/H0wYvh2pUa,0.0,0.0,1
876,"And I was so confident this snow would not settle, argh",1.0,1.0,1
877,"@Messiermum And? I would ban it. Go away, snow, with your lulling quietness.",0.0,0.0,1
878,"And... It's still raining in #London ☔ #Corona #Extra #Mexico #beer #weather @ London, United… https://t.co/lxeE0eJUfr",1.0,1.0,1
879,And Now It's Started To Snow.,0.0,0.0,1
880,@TQHeraldExpress And Torbay will get rain as usual ☔,0.0,0.0,1
881,"And a 'light dusting' freezes the great British transport network. Pah, we have no idea. #snow https://t.co/CDD2Ak81J4",0.0,0.0,1
882,@FionaMSoprano @fleishmanIE And a massive hello back from (surprisingly) a sunny London!,0.0,0.0,1
883,And a ray of sunshine ☀️ you are today too. Despite it being so cold today! X https://t.co/8R4VejJLo8,0.0,0.0,1
884,And after the snow comes rain ☔️ #louiseinlondon #uk #guildford @ Guildford https://t.co/pBnYuJeOF3,0.0,0.0,1
885,"And another cake recipe on What's to Eat?
Check our my zing lemon drizzle gateau here: https://t.co/oYR6v7TIb2 https://t.co/SU0Tm2uglM",0.0,0.0,1
886,And as soon  as he's sworn in it starts to rain #Inauguration,0.0,0.0,1
887,And as the sun kissed her face she decided to live for herself. Not for others. Have courage and… https://t.co/Ic38y8kKTZ,0.0,0.0,1
888,@testybrunette @CoDurhamWeather And as u said Cobra should have been involved as Heathrow had some snow flakes and ground to a halt #asusual,0.0,0.0,1
889,"And back again, the sun keeps moving. #sunrise #london #skyline #gherkin #tower42 #herontower… https://t.co/hMKUJUJbRw",0.0,0.0,1
890,"And back again with no snow (@ London @Gatwick_Airport in Crawley, West Sussex) https://t.co/EUqc2SMswU",0.0,0.0,1
891,... And can't go to #Edinburgh without a photo of the castle (in the rain!) https://t.co/AvD2LzxBov,0.0,0.0,1
892,@MonkeypennyMiss @faulknerdrew @bristolowner And cream and chocolate drizzle......,0.0,0.0,1
893,And here comes the bastard snow,0.0,0.0,1
894,And here is @emma_munns not telling us the truth about her fear of the sun (?!). ☀️ #nicetry #dontdosunbeds @ulcu https://t.co/hf6skBS0Qa,0.0,0.0,1
895,And if you didn't want to know the results of tonight's weather forecast look away from your Snapchat now::))),1.0,1.0,1
896,And it has started! #snow #heavy #bolton #winter #has #come #uk #england #beautiful #january… https://t.co/f6wcRr0CIl,0.0,0.0,1
897,@camdentheo And it's pissing with rain ..... 😂😂😂😂,0.0,0.0,1
898,And it's started! #snow #weather #england #spiritual #thediaryofagatekeeper #medium #peace https://t.co/4xQZHt7zkM,0.0,1.0,1
899,"And it's starting to piss with rain, how appropriate",0.0,0.0,1
900,And it suddenly starts to rain. Can we assume that someone up above is spitting down on a certain dodgy haired fuckwit?,0.0,0.0,1
901,And just like it's like we never had any snow 😕☹️ #Swaffham #Snow #Uk https://t.co/MbjiQpjnOp,0.0,0.0,1
902,"And just like, the snow finishes.
Exeter.
Your little weather system makes me sad. https://t.co/HJV0RigzEK",0.0,0.0,1
903,"And like a flood His mercy rains
Unending love, Amazing grace",1.0,1.0,1
904,"And more good stuff, the last one made my yoga sun salut a little funky! 
You just can't keep still when @Metallica play. 
#dance 
#yoga https://t.co/rHKgnraVJx",0.0,0.0,1
905,And more @SewellPark students resisting the urge to watch the mesmerising snow fall through the window. https://t.co/Fw5UQyrG6i,0.0,0.0,1
906,"And my one horse racing bet of the today, Black Thunder 13/8, won at Kelso (11/8 SP), now just a RS defeat please to round off the day",0.0,1.0,1
907,@ED92live And no more fake snow. Might get some of the real stuff later though!!,0.0,0.0,1
908,"And nothing's gona stop me, no tubestrikes, no rain, am still rolllllling cause... got some… https://t.co/DpKwfKC2tK",1.0,1.0,1
909,@CorineMaitlandW And now I have a pile of snow inside of my car 😭😭😭,1.0,0.0,1
910,And now for 'Sining in the Rain' with lollopylindsay (birthday treat… https://t.co/gtjhkXUUuW,0.0,0.0,1
911,And now sat in the sun with a coffee. #Otley it's a good day 😀,0.0,0.0,1
912,"And now the Portmagic Forecast .... Move over @barrabest @WeatherCee    "" She's Dirt "" https://t.co/CDxZT0fHSQ",0.0,0.0,1
913,And now the Sun's out! ❄️☀️ @ Dumbarton https://t.co/86KSghzMwM,0.0,0.0,1
914,"And now the band are playing Purple Rain! 😌 Thinks might be going awry elsewhere, but I'm having a good day.",0.0,0.0,1
915,And now the sun is making an appearance #sun #sunrise #primrosehill #morning #sky #cold #january… https://t.co/VDPMVLtCrT,0.0,0.0,1
916,"And now the weather...
There will be a persistent precipitation across the nation situation. 🌧🌧🌧",1.0,1.0,1
917,And now tonight's weather forecast from Captain Jean-Luc Picard... https://t.co/OUhc4hFHAn,1.0,1.0,1
918,And off we go ☀️ #holiday #Dubai #matching #sunshine ✈️ @ North Terminal - Gatwick Airport https://t.co/RWUNGpQvEr,0.0,0.0,1
919,@claret_rain And probably more fans than Braintree too... 😉😉,0.0,0.0,1
920,"@Elliewilk0 @exerciseworks @UKRunChat And repeat after work, not so nice in the rain. 15 strike-beating miles today, 74 for January",0.0,0.0,1
921,And since we've got no where else to go. Let it snow ❄....Let it snow ❄ @ Wembley Park tube station https://t.co/8tNPErxz8c,0.0,0.0,1
922,And snow dog,0.0,0.0,1
923,And snow there was... https://t.co/16BzxcVi8T,0.0,0.0,1
924,And so begins a day of freezing rain. Let the cabin fever commence...,1.0,1.0,1
925,And so it begins #itshere #snow 😭😬❄️☃️ @ The Wilding-Graimes Yard https://t.co/sbVpdptmBN,1.0,1.0,1
926,And so it begins with the #snow ⛄❄ https://t.co/JVRD0qaIPB,0.0,0.0,1
927,"@jenbarlufc @WACCOE And so it should. It's fucking tragic. All hail Massimo, you thieving piece of shit.",1.0,1.0,1
928,And so it snows 🌨❄️☃️. Cue transport chaos. I want to make it home at some point tonight! #hospital #stmarys #teamanaesthesia,1.0,1.0,1
929,"And still no snow. Clear sky and very cold, now.",0.0,0.0,1
930,And talking about snow ❄️ these dreamy snow white letters have been wrapped and packed and will… https://t.co/wS2gHiQfTK,1.0,0.0,1
931,And that's with rain around.  Well done 👏👏👏 @Michael_Arter @lewyitfc @bexhoops https://t.co/jSXW65Yf58,0.0,0.0,1
